PERMNO,date,SHRCD,COMNAM,PRIMEXCH,PRC,VOL,RET,SHROUT,MthCalDt,ShrOut,UGVKEY,datadate,indfmt,consol,popsrc,datafmt,curcd,bkvlps,csho,costat
10104,30/01/1987,11,ORACLE SYSTEMS CORP,Q,27.0,40491.0,0.301205,13359.0,30/01/1987,13359.0,12142.0,31/05/1986,INDL,C,D,STD,USD,2.1723,13.189,A
10104,27/02/1987,11,ORACLE SYSTEMS CORP,Q,38.5,31235.0,0.425926,13359.0,27/02/1987,13359.0,12142.0,31/05/1986,INDL,C,D,STD,USD,2.1723,13.189,A
10104,31/03/1987,11,ORACLE SYSTEMS CORP,Q,22.0,21085.0,0.142857,26718.0,31/03/1987,26718.0,12142.0,31/05/1986,INDL,C,D,STD,USD,2.1723,13.189,A
10104,30/04/1987,11,ORACLE SYSTEMS CORP,Q,23.5,55804.0,0.068182,26718.0,30/04/1987,26718.0,12142.0,31/05/1986,INDL,C,D,STD,USD,2.1723,13.189,A
10104,29/05/1987,11,ORACLE SYSTEMS CORP,Q,27.25,31528.0,0.159574,28790.0,29/05/1987,28790.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,30/06/1987,11,ORACLE SYSTEMS CORP,Q,22.25,40403.0,-0.183486,28790.0,30/06/1987,28790.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,31/07/1987,11,ORACLE SYSTEMS CORP,Q,22.75,38808.0,0.022472,28790.0,31/07/1987,28790.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,31/08/1987,11,ORACLE SYSTEMS CORP,Q,26.75,32289.0,0.175824,29070.0,31/08/1987,29070.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,30/09/1987,11,ORACLE SYSTEMS CORP,Q,32.5,40316.0,0.214953,29070.0,30/09/1987,29070.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,30/10/1987,11,ORACLE SYSTEMS CORP,Q,25.0,93751.0,-0.230769,29070.0,30/10/1987,29070.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,30/11/1987,11,ORACLE SYSTEMS CORP,Q,21.75,38799.0,-0.130000,29070.0,30/11/1987,29070.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,31/12/1987,11,ORACLE SYSTEMS CORP,Q,14.5,50549.0,0.333333,58140.0,31/12/1987,58140.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,29/01/1988,11,ORACLE SYSTEMS CORP,Q,14.0,92386.0,-0.034483,58140.0,29/01/1988,58140.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,29/02/1988,11,ORACLE SYSTEMS CORP,Q,15.125,62892.0,0.080357,59646.0,29/02/1988,59646.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,31/03/1988,11,ORACLE SYSTEMS CORP,Q,16.25,106929.0,0.074380,59646.0,31/03/1988,59646.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,29/04/1988,11,ORACLE SYSTEMS CORP,Q,16.75,54140.0,0.030769,59646.0,29/04/1988,59646.0,12142.0,31/05/1987,INDL,C,D,STD,USD,2.871,28.79,A
10104,31/05/1988,11,ORACLE SYSTEMS CORP,Q,16.75,57265.0,0.000000,60116.0,31/05/1988,60116.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,30/06/1988,11,ORACLE SYSTEMS CORP,Q,19.75,102794.0,0.179104,60116.0,30/06/1988,60116.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,29/07/1988,11,ORACLE SYSTEMS CORP,Q,19.0,92467.0,-0.037975,60116.0,29/07/1988,60116.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,31/08/1988,11,ORACLE SYSTEMS CORP,Q,18.5,70733.0,-0.026316,61406.0,31/08/1988,61406.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,30/09/1988,11,ORACLE SYSTEMS CORP,Q,20.125,59750.0,0.087838,61406.0,30/09/1988,61406.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,31/10/1988,11,ORACLE SYSTEMS CORP,Q,15.75,160647.0,-0.217391,61406.0,31/10/1988,61406.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,30/11/1988,11,ORACLE SYSTEMS CORP,Q,17.25,88420.0,0.095238,62011.0,30/11/1988,62011.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,30/12/1988,11,ORACLE SYSTEMS CORP,Q,19.5,137117.0,0.130435,62011.0,30/12/1988,62011.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,31/01/1989,11,ORACLE SYSTEMS CORP,Q,23.625,155258.0,0.211538,62011.0,31/01/1989,62011.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,28/02/1989,11,ORACLE SYSTEMS CORP,Q,22.5,98195.0,-0.047619,63021.0,28/02/1989,63021.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,31/03/1989,11,ORACLE SYSTEMS CORP,Q,24.125,140189.0,0.072222,63021.0,31/03/1989,63021.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,28/04/1989,11,ORACLE SYSTEMS CORP,Q,29.0,120542.0,0.202073,63021.0,28/04/1989,63021.0,12142.0,31/05/1988,INDL,C,D,STD,USD,2.2397,60.116,A
10104,31/05/1989,11,ORACLE SYSTEMS CORP,Q,30.5,108462.0,0.051724,63021.0,31/05/1989,63021.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,30/06/1989,11,ORACLE SYSTEMS CORP,Q,29.75,107021.0,-0.024590,63021.0,30/06/1989,63021.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,31/07/1989,11,ORACLE SYSTEMS CORP,Q,15.375,161545.0,0.033613,126042.0,31/07/1989,126042.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,31/08/1989,11,ORACLE SYSTEMS CORP,Q,18.75,216923.0,0.219512,127775.0,31/08/1989,127775.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,29/09/1989,11,ORACLE SYSTEMS CORP,Q,23.625,198130.0,0.260000,127775.0,29/09/1989,127775.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,31/10/1989,11,ORACLE SYSTEMS CORP,Q,23.25,226252.0,-0.015873,127775.0,31/10/1989,127775.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,30/11/1989,11,ORACLE SYSTEMS CORP,Q,24.0,125514.0,0.032258,129406.0,30/11/1989,129406.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,29/12/1989,11,ORACLE SYSTEMS CORP,Q,23.375,170790.0,-0.026042,129406.0,29/12/1989,129406.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,31/01/1990,11,ORACLE SYSTEMS CORP,Q,21.5,348992.0,-0.080214,129406.0,31/01/1990,129406.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,28/02/1990,11,ORACLE SYSTEMS CORP,Q,22.375,199115.0,0.040698,130342.0,28/02/1990,130342.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,30/03/1990,11,ORACLE SYSTEMS CORP,Q,18.875,584273.0,-0.156425,130342.0,30/03/1990,130342.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,30/04/1990,11,ORACLE SYSTEMS CORP,Q,15.875,351419.0,-0.158940,130342.0,30/04/1990,130342.0,12142.0,31/05/1989,INDL,C,D,STD,USD,3.6327,63.467,A
10104,31/05/1990,11,ORACLE SYSTEMS CORP,Q,19.75,400060.0,0.244094,131138.0,31/05/1990,131138.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,29/06/1990,11,ORACLE SYSTEMS CORP,Q,23.125,310423.0,0.170886,131138.0,29/06/1990,131138.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,31/07/1990,11,ORACLE SYSTEMS CORP,Q,16.875,365929.0,-0.270270,131138.0,31/07/1990,131138.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,31/08/1990,11,ORACLE SYSTEMS CORP,Q,11.625,326147.0,-0.311111,131881.0,31/08/1990,131881.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,28/09/1990,11,ORACLE SYSTEMS CORP,Q,6.5,508562.0,-0.440860,131881.0,28/09/1990,131881.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,31/10/1990,11,ORACLE SYSTEMS CORP,Q,5.375,231097.0,-0.173077,131881.0,31/10/1990,131881.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,30/11/1990,11,ORACLE SYSTEMS CORP,Q,7.875,255831.0,0.465116,133688.0,30/11/1990,133688.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,31/12/1990,11,ORACLE SYSTEMS CORP,Q,7.875,221997.0,0.000000,133688.0,31/12/1990,133688.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,31/01/1991,11,ORACLE SYSTEMS CORP,Q,9.0,528879.0,0.142857,133688.0,31/01/1991,133688.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,28/02/1991,11,ORACLE SYSTEMS CORP,Q,9.0,362915.0,0.000000,137319.0,28/02/1991,137319.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,28/03/1991,11,ORACLE SYSTEMS CORP,Q,9.0,300203.0,0.000000,137319.0,28/03/1991,137319.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,30/04/1991,11,ORACLE SYSTEMS CORP,Q,9.25,304625.0,0.027778,137319.0,30/04/1991,137319.0,12142.0,31/05/1990,INDL,C,D,STD,USD,2.9556,131.138,A
10104,31/05/1991,11,ORACLE SYSTEMS CORP,Q,7.5,185803.0,-0.189189,136297.0,31/05/1991,136297.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,28/06/1991,11,ORACLE SYSTEMS CORP,Q,8.5,208040.0,0.133333,136297.0,28/06/1991,136297.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,31/07/1991,11,ORACLE SYSTEMS CORP,Q,9.125,198074.0,0.073529,136297.0,31/07/1991,136297.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,30/08/1991,11,ORACLE SYSTEMS CORP,Q,11.25,227320.0,0.232877,136874.0,30/08/1991,136874.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,30/09/1991,11,ORACLE SYSTEMS CORP,Q,13.375,315330.0,0.188889,136874.0,30/09/1991,136874.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,31/10/1991,11,ORACLE SYSTEMS CORP,Q,15.75,345189.0,0.177570,136874.0,31/10/1991,136874.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,29/11/1991,11,ORACLE SYSTEMS CORP,Q,13.5,209976.0,-0.142857,138318.0,29/11/1991,138318.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,31/12/1991,11,ORACLE SYSTEMS CORP,Q,14.5,230867.0,0.074074,138318.0,31/12/1991,138318.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,31/01/1992,11,ORACLE SYSTEMS CORP,Q,18.5,465798.0,0.275862,138318.0,31/01/1992,138318.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,28/02/1992,11,ORACLE SYSTEMS CORP,Q,20.0,197818.0,0.081081,138987.0,28/02/1992,138987.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,31/03/1992,11,ORACLE SYSTEMS CORP,Q,13.5,422628.0,-0.325000,138987.0,31/03/1992,138987.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,30/04/1992,11,ORACLE SYSTEMS CORP,Q,13.875,242783.0,0.027778,138987.0,30/04/1992,138987.0,12142.0,31/05/1991,INDL,C,D,STD,USD,2.5289,136.297,A
10104,29/05/1992,11,ORACLE SYSTEMS CORP,Q,14.875,151890.0,0.072072,139897.0,29/05/1992,139897.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,30/06/1992,11,ORACLE SYSTEMS CORP,Q,15.25,204716.0,0.025210,139897.0,30/06/1992,139897.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,31/07/1992,11,ORACLE SYSTEMS CORP,Q,18.625,321459.0,0.221311,139897.0,31/07/1992,139897.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,31/08/1992,11,ORACLE SYSTEMS CORP,Q,17.5,152562.0,-0.060403,140367.0,31/08/1992,140367.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,30/09/1992,11,ORACLE SYSTEMS CORP,Q,20.0,339689.0,0.142857,140367.0,30/09/1992,140367.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,30/10/1992,11,ORACLE SYSTEMS CORP,Q,22.25,341814.0,0.112500,140367.0,30/10/1992,140367.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,30/11/1992,11,ORACLE SYSTEMS CORP,Q,22.25,236258.0,0.000000,142021.0,30/11/1992,142021.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,31/12/1992,11,ORACLE SYSTEMS CORP,Q,28.375,374149.0,0.275281,142021.0,31/12/1992,142021.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,29/01/1993,11,ORACLE SYSTEMS CORP,Q,32.5,386650.0,0.145374,142021.0,29/01/1993,142021.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,26/02/1993,11,ORACLE SYSTEMS CORP,Q,32.75,326605.0,0.007692,142904.0,26/02/1993,142904.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,31/03/1993,11,ORACLE SYSTEMS CORP,Q,36.75,364735.0,0.122137,142904.0,31/03/1993,142904.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,30/04/1993,11,ORACLE SYSTEMS CORP,Q,35.625,262532.0,-0.030612,142904.0,30/04/1993,142904.0,12142.0,31/05/1992,INDL,C,D,STD,USD,3.1097,139.897,A
10104,28/05/1993,11,ORACLE SYSTEMS CORP,Q,41.75,318493.0,0.171930,142228.0,28/05/1993,142228.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,30/06/1993,11,ORACLE SYSTEMS CORP,Q,49.25,349810.0,0.179641,142228.0,30/06/1993,142228.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,30/07/1993,11,ORACLE SYSTEMS CORP,Q,50.375,308110.0,0.022843,142228.0,30/07/1993,142228.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,31/08/1993,11,ORACLE SYSTEMS CORP,Q,51.5,344812.0,0.022333,142427.0,31/08/1993,142427.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,30/09/1993,11,ORACLE SYSTEMS CORP,Q,61.375,381938.0,0.191748,142427.0,30/09/1993,142427.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,29/10/1993,11,ORACLE SYSTEMS CORP,Q,59.25,363534.0,-0.034623,142427.0,29/10/1993,142427.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,30/11/1993,11,ORACLE SYSTEMS CORP,Q,31.625,381401.0,0.067511,290029.0,30/11/1993,290029.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,31/12/1993,11,ORACLE SYSTEMS CORP,Q,28.75,728630.0,-0.090909,290029.0,31/12/1993,290029.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,31/01/1994,11,ORACLE SYSTEMS CORP,Q,32.125,671367.0,0.117391,290029.0,31/01/1994,290029.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,28/02/1994,11,ORACLE SYSTEMS CORP,Q,33.0,391451.0,0.027237,285647.0,28/02/1994,285647.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,31/03/1994,11,ORACLE SYSTEMS CORP,Q,32.125,429079.0,-0.026515,285647.0,31/03/1994,285647.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,29/04/1994,11,ORACLE SYSTEMS CORP,Q,29.875,506052.0,-0.070039,285647.0,29/04/1994,285647.0,12142.0,31/05/1993,INDL,C,D,STD,USD,3.7126,142.228,A
10104,31/05/1994,11,ORACLE SYSTEMS CORP,Q,34.25,480357.0,0.146444,286361.0,31/05/1994,286361.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,30/06/1994,11,ORACLE SYSTEMS CORP,Q,37.5,686202.0,0.094891,286361.0,30/06/1994,286361.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,29/07/1994,11,ORACLE SYSTEMS CORP,Q,38.25,412507.0,0.020000,286361.0,29/07/1994,286361.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,31/08/1994,11,ORACLE SYSTEMS CORP,Q,42.6875,447523.0,0.116013,286149.0,31/08/1994,286149.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,30/09/1994,11,ORACLE SYSTEMS CORP,Q,43.0,360215.0,0.007321,286149.0,30/09/1994,286149.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,31/10/1994,11,ORACLE SYSTEMS CORP,Q,46.0,364292.0,0.069767,286149.0,31/10/1994,286149.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,30/11/1994,11,ORACLE SYSTEMS CORP,Q,41.25,427795.0,-0.103261,286471.0,30/11/1994,286471.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,30/12/1994,11,ORACLE SYSTEMS CORP,Q,44.125,525381.0,0.069697,286471.0,30/12/1994,286471.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,31/01/1995,11,ORACLE SYSTEMS CORP,Q,42.625,443361.0,-0.033994,286471.0,31/01/1995,286471.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,28/02/1995,11,ORACLE SYSTEMS CORP,Q,31.375,344532.0,0.104106,431243.0,28/02/1995,431243.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,31/03/1995,11,ORACLE SYSTEMS CORP,Q,31.25,622860.0,-0.003984,431243.0,31/03/1995,431243.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,28/04/1995,11,ORACLE SYSTEMS CORP,Q,30.5,724738.0,-0.024000,431243.0,28/04/1995,431243.0,12142.0,31/05/1994,INDL,C,D,STD,USD,2.5861,286.361,A
10104,31/05/1995,11,ORACLE SYSTEMS CORP,Q,34.75,845851.0,0.139344,433357.0,31/05/1995,433357.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,30/06/1995,11,ORACLE CORP,Q,38.625,654762.0,0.111511,433357.0,30/06/1995,433357.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,31/07/1995,11,ORACLE CORP,Q,41.875,598369.0,0.084142,433357.0,31/07/1995,433357.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,31/08/1995,11,ORACLE CORP,Q,40.125,551075.0,-0.041791,434614.0,31/08/1995,434614.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,29/09/1995,11,ORACLE CORP,Q,38.375,1041878.0,-0.043614,434614.0,29/09/1995,434614.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,31/10/1995,11,ORACLE CORP,Q,43.625,906229.0,0.136808,434614.0,31/10/1995,434614.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,30/11/1995,11,ORACLE CORP,Q,45.375,676992.0,0.040115,435304.0,30/11/1995,435304.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,29/12/1995,11,ORACLE CORP,Q,42.375,856421.0,-0.066116,435304.0,29/12/1995,435304.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,31/01/1996,11,ORACLE CORP,Q,47.75,1068644.0,0.126844,435304.0,31/01/1996,435304.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,29/02/1996,11,ORACLE CORP,Q,52.0,833324.0,0.089005,436152.0,29/02/1996,436152.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,29/03/1996,11,ORACLE CORP,Q,47.125,946016.0,-0.093750,436152.0,29/03/1996,436152.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,30/04/1996,11,ORACLE CORP,Q,33.75,1379344.0,0.074271,654228.0,30/04/1996,654228.0,12142.0,31/05/1995,INDL,C,D,STD,USD,2.884,433.357,A
10104,31/05/1996,11,ORACLE CORP,Q,33.125,830735.0,-0.018519,655826.0,31/05/1996,655826.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,28/06/1996,11,ORACLE CORP,Q,39.4375,990892.0,0.190566,655826.0,28/06/1996,655826.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,31/07/1996,11,ORACLE CORP,Q,39.125,973142.0,-0.007924,655826.0,31/07/1996,655826.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,30/08/1996,11,ORACLE CORP,Q,35.25,862025.0,-0.099042,657310.0,30/08/1996,657310.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,30/09/1996,11,ORACLE CORP,Q,42.5625,1011852.0,0.207447,657310.0,30/09/1996,657310.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,31/10/1996,11,ORACLE CORP,Q,42.3125,788192.0,-0.005874,657310.0,31/10/1996,657310.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,29/11/1996,11,ORACLE CORP,Q,49.0,843387.0,0.158050,657912.0,29/11/1996,657912.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,31/12/1996,11,ORACLE CORP,Q,41.75,1264528.0,-0.147959,657912.0,31/12/1996,657912.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,31/01/1997,11,ORACLE CORP,Q,38.875,1755169.0,-0.068862,657912.0,31/01/1997,657912.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,28/02/1997,11,ORACLE CORP,Q,39.25,1050155.0,0.009646,653410.0,28/02/1997,653410.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,31/03/1997,11,ORACLE CORP,Q,38.5625,1689202.0,-0.017516,653410.0,31/03/1997,653410.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,30/04/1997,11,ORACLE CORP,Q,39.75,1198274.0,0.030794,653410.0,30/04/1997,653410.0,12142.0,31/05/1996,INDL,C,D,STD,USD,2.8521,655.826,A
10104,30/05/1997,11,ORACLE CORP,Q,46.625,1411228.0,0.172956,651980.0,30/05/1997,651980.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,30/06/1997,11,ORACLE CORP,Q,50.375,1397045.0,0.080429,651980.0,30/06/1997,651980.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,31/07/1997,11,ORACLE CORP,Q,54.4375,1073295.0,0.080645,651980.0,31/07/1997,651980.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,29/08/1997,11,ORACLE CORP,Q,38.125,1226555.0,0.050517,980498.0,29/08/1997,980498.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,30/09/1997,11,ORACLE CORP,Q,36.4375,1572434.0,-0.044262,980498.0,30/09/1997,980498.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,31/10/1997,11,ORACLE CORP,Q,35.78125,1469451.0,-0.018010,980498.0,31/10/1997,980498.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,28/11/1997,11,ORACLE CORP,Q,33.3125,1091218.0,-0.068996,983964.0,28/11/1997,983964.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,31/12/1997,11,ORACLE CORP,Q,22.3125,4761137.0,-0.330206,983964.0,31/12/1997,983964.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,30/01/1998,11,ORACLE CORP,Q,23.25,2880412.0,0.042017,983964.0,30/01/1998,983964.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,27/02/1998,11,ORACLE CORP,Q,24.625,2269125.0,0.059140,973462.0,27/02/1998,973462.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,31/03/1998,11,ORACLE CORP,Q,31.5625,2852147.0,0.281726,973462.0,31/03/1998,973462.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,30/04/1998,11,ORACLE CORP,Q,25.875,1587574.0,-0.180198,973462.0,30/04/1998,973462.0,12142.0,31/05/1997,INDL,C,D,STD,USD,3.6346,651.98,A
10104,29/05/1998,11,ORACLE CORP,Q,23.625,1229618.0,-0.086957,971850.0,29/05/1998,971850.0,12142.0,31/05/1998,INDL,C,D,STD,USD,3.0386,973.337,A
10104,30/06/1998,11,ORACLE CORP,Q,24.5625,1637953.0,0.039683,971850.0,30/06/1998,971850.0,12142.0,31/05/1998,INDL,C,D,STD,USD,3.0386,973.337,A
10104,31/07/1998,11,ORACLE CORP,Q,26.5,1685381.0,0.078880,971850.0,31/07/1998,971850.0,12142.0,31/05/1998,INDL,C,D,STD,USD,3.0386,973.337,A
10104,31/08/1998,11,ORACLE CORP,Q,19.9375,1309215.0,-0.247642,971905.0,31/08/1998,971905.0,12142.0,31/05/1998,INDL,C,D,STD,USD,3.0386,973.337,A
10104,30/09/1998,11,ORACLE CORP,Q,29.125,2153488.0,0.460815,971905.0,30/09/1998,971905.0,12142.0,31/05/1998,INDL,C,D,STD,USD,3.0386,973.337,A
10104,30/10/1998,11,ORACLE CORP,Q,29.5625,1821114.0,0.015021,971905.0,30/10/1998,971905.0,12142.0,31/05/1998,INDL,C,D,STD,USD,3.0386,973.337,A
