PERMNO,date,SHRCD,COMNAM,PRIMEXCH,PRC,VOL,RET
10104,30/01/1987,11,ORACLE SYSTEMS CORP,Q,27.0,40491.0,0.301205
10104,27/02/1987,11,ORACLE SYSTEMS CORP,Q,38.5,31235.0,0.425926
10104,31/03/1987,11,ORACLE SYSTEMS CORP,Q,22.0,21085.0,0.142857
10104,30/04/1987,11,ORACLE SYSTEMS CORP,Q,23.5,55804.0,0.068182
10104,29/05/1987,11,ORACLE SYSTEMS CORP,Q,27.25,31528.0,0.159574
10104,30/06/1987,11,ORACLE SYSTEMS CORP,Q,22.25,40403.0,-0.183486
10104,31/07/1987,11,ORACLE SYSTEMS CORP,Q,22.75,38808.0,0.022472
10104,31/08/1987,11,ORACLE SYSTEMS CORP,Q,26.75,32289.0,0.175824
10104,30/09/1987,11,ORACLE SYSTEMS CORP,Q,32.5,40316.0,0.214953
10104,30/10/1987,11,ORACLE SYSTEMS CORP,Q,25.0,93751.0,-0.230769
10104,30/11/1987,11,ORACLE SYSTEMS CORP,Q,21.75,38799.0,-0.130000
10104,31/12/1987,11,ORACLE SYSTEMS CORP,Q,14.5,50549.0,0.333333
10104,29/01/1988,11,ORACLE SYSTEMS CORP,Q,14.0,92386.0,-0.034483
10104,29/02/1988,11,ORACLE SYSTEMS CORP,Q,15.125,62892.0,0.080357
10104,31/03/1988,11,ORACLE SYSTEMS CORP,Q,16.25,106929.0,0.074380
10104,29/04/1988,11,ORACLE SYSTEMS CORP,Q,16.75,54140.0,0.030769
10104,31/05/1988,11,ORACLE SYSTEMS CORP,Q,16.75,57265.0,0.000000
10104,30/06/1988,11,ORACLE SYSTEMS CORP,Q,19.75,102794.0,0.179104
10104,29/07/1988,11,ORACLE SYSTEMS CORP,Q,19.0,92467.0,-0.037975
10104,31/08/1988,11,ORACLE SYSTEMS CORP,Q,18.5,70733.0,-0.026316
10104,30/09/1988,11,ORACLE SYSTEMS CORP,Q,20.125,59750.0,0.087838
10104,31/10/1988,11,ORACLE SYSTEMS CORP,Q,15.75,160647.0,-0.217391
10104,30/11/1988,11,ORACLE SYSTEMS CORP,Q,17.25,88420.0,0.095238
10104,30/12/1988,11,ORACLE SYSTEMS CORP,Q,19.5,137117.0,0.130435
10104,31/01/1989,11,ORACLE SYSTEMS CORP,Q,23.625,155258.0,0.211538
10104,28/02/1989,11,ORACLE SYSTEMS CORP,Q,22.5,98195.0,-0.047619
10104,31/03/1989,11,ORACLE SYSTEMS CORP,Q,24.125,140189.0,0.072222
10104,28/04/1989,11,ORACLE SYSTEMS CORP,Q,29.0,120542.0,0.202073
10104,31/05/1989,11,ORACLE SYSTEMS CORP,Q,30.5,108462.0,0.051724
10104,30/06/1989,11,ORACLE SYSTEMS CORP,Q,29.75,107021.0,-0.024590
10104,31/07/1989,11,ORACLE SYSTEMS CORP,Q,15.375,161545.0,0.033613
10104,31/08/1989,11,ORACLE SYSTEMS CORP,Q,18.75,216923.0,0.219512
10104,29/09/1989,11,ORACLE SYSTEMS CORP,Q,23.625,198130.0,0.260000
10104,31/10/1989,11,ORACLE SYSTEMS CORP,Q,23.25,226252.0,-0.015873
10104,30/11/1989,11,ORACLE SYSTEMS CORP,Q,24.0,125514.0,0.032258
10104,29/12/1989,11,ORACLE SYSTEMS CORP,Q,23.375,170790.0,-0.026042
10104,31/01/1990,11,ORACLE SYSTEMS CORP,Q,21.5,348992.0,-0.080214
10104,28/02/1990,11,ORACLE SYSTEMS CORP,Q,22.375,199115.0,0.040698
10104,30/03/1990,11,ORACLE SYSTEMS CORP,Q,18.875,584273.0,-0.156425
10104,30/04/1990,11,ORACLE SYSTEMS CORP,Q,15.875,351419.0,-0.158940
10104,31/05/1990,11,ORACLE SYSTEMS CORP,Q,19.75,400060.0,0.244094
10104,29/06/1990,11,ORACLE SYSTEMS CORP,Q,23.125,310423.0,0.170886
10104,31/07/1990,11,ORACLE SYSTEMS CORP,Q,16.875,365929.0,-0.270270
10104,31/08/1990,11,ORACLE SYSTEMS CORP,Q,11.625,326147.0,-0.311111
10104,28/09/1990,11,ORACLE SYSTEMS CORP,Q,6.5,508562.0,-0.440860
10104,31/10/1990,11,ORACLE SYSTEMS CORP,Q,5.375,231097.0,-0.173077
10104,30/11/1990,11,ORACLE SYSTEMS CORP,Q,7.875,255831.0,0.465116
10104,31/12/1990,11,ORACLE SYSTEMS CORP,Q,7.875,221997.0,0.000000
10104,31/01/1991,11,ORACLE SYSTEMS CORP,Q,9.0,528879.0,0.142857
10104,28/02/1991,11,ORACLE SYSTEMS CORP,Q,9.0,362915.0,0.000000
10104,28/03/1991,11,ORACLE SYSTEMS CORP,Q,9.0,300203.0,0.000000
10104,30/04/1991,11,ORACLE SYSTEMS CORP,Q,9.25,304625.0,0.027778
10104,31/05/1991,11,ORACLE SYSTEMS CORP,Q,7.5,185803.0,-0.189189
10104,28/06/1991,11,ORACLE SYSTEMS CORP,Q,8.5,208040.0,0.133333
10104,31/07/1991,11,ORACLE SYSTEMS CORP,Q,9.125,198074.0,0.073529
10104,30/08/1991,11,ORACLE SYSTEMS CORP,Q,11.25,227320.0,0.232877
10104,30/09/1991,11,ORACLE SYSTEMS CORP,Q,13.375,315330.0,0.188889
10104,31/10/1991,11,ORACLE SYSTEMS CORP,Q,15.75,345189.0,0.177570
10104,29/11/1991,11,ORACLE SYSTEMS CORP,Q,13.5,209976.0,-0.142857
10104,31/12/1991,11,ORACLE SYSTEMS CORP,Q,14.5,230867.0,0.074074
10104,31/01/1992,11,ORACLE SYSTEMS CORP,Q,18.5,465798.0,0.275862
10104,28/02/1992,11,ORACLE SYSTEMS CORP,Q,20.0,197818.0,0.081081
10104,31/03/1992,11,ORACLE SYSTEMS CORP,Q,13.5,422628.0,-0.325000
10104,30/04/1992,11,ORACLE SYSTEMS CORP,Q,13.875,242783.0,0.027778
10104,29/05/1992,11,ORACLE SYSTEMS CORP,Q,14.875,151890.0,0.072072
10104,30/06/1992,11,ORACLE SYSTEMS CORP,Q,15.25,204716.0,0.025210
10104,31/07/1992,11,ORACLE SYSTEMS CORP,Q,18.625,321459.0,0.221311
10104,31/08/1992,11,ORACLE SYSTEMS CORP,Q,17.5,152562.0,-0.060403
10104,30/09/1992,11,ORACLE SYSTEMS CORP,Q,20.0,339689.0,0.142857
10104,30/10/1992,11,ORACLE SYSTEMS CORP,Q,22.25,341814.0,0.112500
10104,30/11/1992,11,ORACLE SYSTEMS CORP,Q,22.25,236258.0,0.000000
10104,31/12/1992,11,ORACLE SYSTEMS CORP,Q,28.375,374149.0,0.275281
10104,29/01/1993,11,ORACLE SYSTEMS CORP,Q,32.5,386650.0,0.145374
10104,26/02/1993,11,ORACLE SYSTEMS CORP,Q,32.75,326605.0,0.007692
10104,31/03/1993,11,ORACLE SYSTEMS CORP,Q,36.75,364735.0,0.122137
10104,30/04/1993,11,ORACLE SYSTEMS CORP,Q,35.625,262532.0,-0.030612
10104,28/05/1993,11,ORACLE SYSTEMS CORP,Q,41.75,318493.0,0.171930
10104,30/06/1993,11,ORACLE SYSTEMS CORP,Q,49.25,349810.0,0.179641
10104,30/07/1993,11,ORACLE SYSTEMS CORP,Q,50.375,308110.0,0.022843
10104,31/08/1993,11,ORACLE SYSTEMS CORP,Q,51.5,344812.0,0.022333
10104,30/09/1993,11,ORACLE SYSTEMS CORP,Q,61.375,381938.0,0.191748
10104,29/10/1993,11,ORACLE SYSTEMS CORP,Q,59.25,363534.0,-0.034623
10104,30/11/1993,11,ORACLE SYSTEMS CORP,Q,31.625,381401.0,0.067511
10104,31/12/1993,11,ORACLE SYSTEMS CORP,Q,28.75,728630.0,-0.090909
10104,31/01/1994,11,ORACLE SYSTEMS CORP,Q,32.125,671367.0,0.117391
10104,28/02/1994,11,ORACLE SYSTEMS CORP,Q,33.0,391451.0,0.027237
10104,31/03/1994,11,ORACLE SYSTEMS CORP,Q,32.125,429079.0,-0.026515
10104,29/04/1994,11,ORACLE SYSTEMS CORP,Q,29.875,506052.0,-0.070039
10104,31/05/1994,11,ORACLE SYSTEMS CORP,Q,34.25,480357.0,0.146444
10104,30/06/1994,11,ORACLE SYSTEMS CORP,Q,37.5,686202.0,0.094891
10104,29/07/1994,11,ORACLE SYSTEMS CORP,Q,38.25,412507.0,0.020000
10104,31/08/1994,11,ORACLE SYSTEMS CORP,Q,42.6875,447523.0,0.116013
10104,30/09/1994,11,ORACLE SYSTEMS CORP,Q,43.0,360215.0,0.007321
10104,31/10/1994,11,ORACLE SYSTEMS CORP,Q,46.0,364292.0,0.069767
10104,30/11/1994,11,ORACLE SYSTEMS CORP,Q,41.25,427795.0,-0.103261
10104,30/12/1994,11,ORACLE SYSTEMS CORP,Q,44.125,525381.0,0.069697
10104,31/01/1995,11,ORACLE SYSTEMS CORP,Q,42.625,443361.0,-0.033994
10104,28/02/1995,11,ORACLE SYSTEMS CORP,Q,31.375,344532.0,0.104106
10104,31/03/1995,11,ORACLE SYSTEMS CORP,Q,31.25,622860.0,-0.003984
10104,28/04/1995,11,ORACLE SYSTEMS CORP,Q,30.5,724738.0,-0.024000
10104,31/05/1995,11,ORACLE SYSTEMS CORP,Q,34.75,845851.0,0.139344
10104,30/06/1995,11,ORACLE CORP,Q,38.625,654762.0,0.111511
10104,31/07/1995,11,ORACLE CORP,Q,41.875,598369.0,0.084142
10104,31/08/1995,11,ORACLE CORP,Q,40.125,551075.0,-0.041791
10104,29/09/1995,11,ORACLE CORP,Q,38.375,1041878.0,-0.043614
10104,31/10/1995,11,ORACLE CORP,Q,43.625,906229.0,0.136808
10104,30/11/1995,11,ORACLE CORP,Q,45.375,676992.0,0.040115
10104,29/12/1995,11,ORACLE CORP,Q,42.375,856421.0,-0.066116
10104,31/01/1996,11,ORACLE CORP,Q,47.75,1068644.0,0.126844
10104,29/02/1996,11,ORACLE CORP,Q,52.0,833324.0,0.089005
10104,29/03/1996,11,ORACLE CORP,Q,47.125,946016.0,-0.093750
10104,30/04/1996,11,ORACLE CORP,Q,33.75,1379344.0,0.074271
10104,31/05/1996,11,ORACLE CORP,Q,33.125,830735.0,-0.018519
10104,28/06/1996,11,ORACLE CORP,Q,39.4375,990892.0,0.190566
10104,31/07/1996,11,ORACLE CORP,Q,39.125,973142.0,-0.007924
10104,30/08/1996,11,ORACLE CORP,Q,35.25,862025.0,-0.099042
10104,30/09/1996,11,ORACLE CORP,Q,42.5625,1011852.0,0.207447
10104,31/10/1996,11,ORACLE CORP,Q,42.3125,788192.0,-0.005874
10104,29/11/1996,11,ORACLE CORP,Q,49.0,843387.0,0.158050
10104,31/12/1996,11,ORACLE CORP,Q,41.75,1264528.0,-0.147959
10104,31/01/1997,11,ORACLE CORP,Q,38.875,1755169.0,-0.068862
10104,28/02/1997,11,ORACLE CORP,Q,39.25,1050155.0,0.009646
10104,31/03/1997,11,ORACLE CORP,Q,38.5625,1689202.0,-0.017516
10104,30/04/1997,11,ORACLE CORP,Q,39.75,1198274.0,0.030794
10104,30/05/1997,11,ORACLE CORP,Q,46.625,1411228.0,0.172956
10104,30/06/1997,11,ORACLE CORP,Q,50.375,1397045.0,0.080429
10104,31/07/1997,11,ORACLE CORP,Q,54.4375,1073295.0,0.080645
10104,29/08/1997,11,ORACLE CORP,Q,38.125,1226555.0,0.050517
10104,30/09/1997,11,ORACLE CORP,Q,36.4375,1572434.0,-0.044262
10104,31/10/1997,11,ORACLE CORP,Q,35.78125,1469451.0,-0.018010
10104,28/11/1997,11,ORACLE CORP,Q,33.3125,1091218.0,-0.068996
10104,31/12/1997,11,ORACLE CORP,Q,22.3125,4761137.0,-0.330206
10104,30/01/1998,11,ORACLE CORP,Q,23.25,2880412.0,0.042017
10104,27/02/1998,11,ORACLE CORP,Q,24.625,2269125.0,0.059140
10104,31/03/1998,11,ORACLE CORP,Q,31.5625,2852147.0,0.281726
10104,30/04/1998,11,ORACLE CORP,Q,25.875,1587574.0,-0.180198
10104,29/05/1998,11,ORACLE CORP,Q,23.625,1229618.0,-0.086957
10104,30/06/1998,11,ORACLE CORP,Q,24.5625,1637953.0,0.039683
10104,31/07/1998,11,ORACLE CORP,Q,26.5,1685381.0,0.078880
10104,31/08/1998,11,ORACLE CORP,Q,19.9375,1309215.0,-0.247642
10104,30/09/1998,11,ORACLE CORP,Q,29.125,2153488.0,0.460815
10104,30/10/1998,11,ORACLE CORP,Q,29.5625,1821114.0,0.015021
10104,30/11/1998,11,ORACLE CORP,Q,34.25,1645840.0,0.158562
10104,31/12/1998,11,ORACLE CORP,Q,43.125,1939260.0,0.259124
10104,29/01/1999,11,ORACLE CORP,Q,55.375,1959910.0,0.284058
10104,26/02/1999,11,ORACLE CORP,Q,55.875,2210451.0,0.009029
10104,31/03/1999,11,ORACLE CORP,Q,26.375,4601411.0,-0.291946
10104,30/04/1999,11,ORACLE CORP,Q,27.0625,4266036.0,0.026066
10104,28/05/1999,11,ORACLE CORP,Q,24.8125,3954138.0,-0.083141
10104,30/06/1999,11,ORACLE CORP,Q,37.125,4884428.0,0.496222
10104,30/07/1999,11,ORACLE CORP,Q,38.0625,2377767.0,0.025253
10104,31/08/1999,11,ORACLE CORP,Q,36.5,1929784.0,-0.041051
10104,30/09/1999,11,ORACLE CORP,Q,45.5,3559312.0,0.246575
10104,29/10/1999,11,ORACLE CORP,Q,47.5625,2269294.0,0.045330
10104,30/11/1999,11,ORACLE CORP,Q,67.8125,3375592.0,0.425756
10104,31/12/1999,11,ORACLE CORP,Q,112.0625,3090604.0,0.652535
10104,31/01/2000,11,ORACLE CORP,Q,49.95313,5257006.0,-0.108477
10104,29/02/2000,11,ORACLE CORP,Q,74.25,6029862.0,0.486393
10104,31/03/2000,11,ORACLE CORP,Q,78.0625,7011574.0,0.051347
10104,28/04/2000,11,ORACLE CORP,Q,79.9375,6612561.0,0.024019
10104,31/05/2000,11,ORACLE CORP,Q,71.875,5507674.0,-0.100860
10104,30/06/2000,11,ORACLE CORP,Q,84.0625,4824974.0,0.169565
10104,31/07/2000,11,ORACLE CORP,Q,75.1875,3904576.0,-0.105576
10104,31/08/2000,11,ORACLE CORP,Q,90.9375,3743139.0,0.209476
10104,29/09/2000,11,ORACLE CORP,Q,78.75,4834700.0,-0.134021
10104,31/10/2000,11,ORACLE CORP,Q,33.0,8385084.0,-0.161905
10104,30/11/2000,11,ORACLE CORP,Q,26.5,13789090.0,-0.196970
10104,29/12/2000,11,ORACLE CORP,Q,29.0625,9302302.0,0.096698
10104,31/01/2001,11,ORACLE CORP,Q,29.125,10452830.0,0.002151
10104,28/02/2001,11,ORACLE CORP,Q,19.0,9286762.0,-0.347639
10104,30/03/2001,11,ORACLE CORP,Q,14.98,14496625.0,-0.211579
10104,30/04/2001,11,ORACLE CORP,Q,16.16,11389359.0,0.078772
10104,31/05/2001,11,ORACLE CORP,Q,15.3,10597293.0,-0.053218
10104,29/06/2001,11,ORACLE CORP,Q,19.0,10203410.0,0.241830
10104,31/07/2001,11,ORACLE CORP,Q,18.08,6719409.0,-0.048421
10104,31/08/2001,11,ORACLE CORP,Q,12.21,8767093.0,-0.324668
10104,28/09/2001,11,ORACLE CORP,Q,12.58,9017168.0,0.030303
10104,31/10/2001,11,ORACLE CORP,Q,13.56,10177091.0,0.077901
10104,30/11/2001,11,ORACLE CORP,Q,14.03,8466228.0,0.034661
10104,31/12/2001,11,ORACLE CORP,Q,13.81,9134658.0,-0.015681
10104,31/01/2002,11,ORACLE CORP,Q,17.26,9958569.0,0.249819
10104,28/02/2002,11,ORACLE CORP,Q,16.62,7313404.0,-0.037080
10104,28/03/2002,11,ORACLE CORP,Q,12.8,11066805.0,-0.229844
10104,30/04/2002,11,ORACLE CORP,Q,10.04,8715277.0,-0.215625
10104,31/05/2002,11,ORACLE CORP,Q,7.92,13595126.0,-0.211155
10104,28/06/2002,11,ORACLE CORP,Q,9.47,13042714.0,0.195707
10104,31/07/2002,11,ORACLE CORP,Q,10.009,12527460.0,0.056917
10104,30/08/2002,11,ORACLE CORP,Q,9.59,9820571.0,-0.041862
10104,30/09/2002,11,ORACLE CORP,Q,7.86,10963258.0,-0.180396
10104,31/10/2002,11,ORACLE CORP,Q,10.19,11237256.0,0.296438
10104,29/11/2002,11,ORACLE CORP,Q,12.15,9655769.0,0.192345
10104,31/12/2002,11,ORACLE CORP,Q,10.8,8841948.0,-0.111111
10104,31/01/2003,11,ORACLE CORP,Q,12.03,9758576.0,0.113889
10104,28/02/2003,11,ORACLE CORP,Q,11.96,7638209.0,-0.005819
10104,31/03/2003,11,ORACLE CORP,Q,10.849,10358136.0,-0.092893
10104,30/04/2003,11,ORACLE CORP,Q,11.88,7566344.0,0.095032
10104,30/05/2003,11,ORACLE CORP,Q,13.01,8091461.0,0.095118
10104,30/06/2003,11,ORACLE CORP,Q,12.01,9488110.0,-0.076864
10104,31/07/2003,11,ORACLE CORP,Q,11.99,7471760.0,-0.001665
10104,29/08/2003,11,ORACLE CORP,Q,12.83,7731198.0,0.070058
10104,30/09/2003,11,ORACLE CORP,Q,11.25,12451268.0,-0.123149
10104,31/10/2003,11,ORACLE CORP,Q,11.97,10431082.0,0.064000
10104,28/11/2003,11,ORACLE CORP,Q,12.02,7496490.0,0.004177
10104,31/12/2003,11,ORACLE CORP,Q,13.23,9754830.0,0.100665
10104,30/01/2004,11,ORACLE CORP,Q,13.86,8814230.0,0.047619
10104,27/02/2004,11,ORACLE CORP,Q,12.87,7175345.0,-0.071429
10104,31/03/2004,11,ORACLE CORP,Q,12.0,13475836.0,-0.067599
10104,30/04/2004,11,ORACLE CORP,Q,11.25,9339864.0,-0.062500
10104,28/05/2004,11,ORACLE CORP,Q,11.4,7832542.0,0.013333
10104,30/06/2004,11,ORACLE CORP,Q,11.93,11128989.0,0.046491
10104,30/07/2004,11,ORACLE CORP,Q,10.51,11003331.0,-0.119028
10104,31/08/2004,11,ORACLE CORP,Q,9.97,8229516.0,-0.051380
10104,30/09/2004,11,ORACLE CORP,Q,11.28,10766724.0,0.131394
10104,29/10/2004,11,ORACLE CORP,Q,12.66,8623434.0,0.122340
10104,30/11/2004,11,ORACLE CORP,Q,12.74,6789184.0,0.006319
10104,31/12/2004,11,ORACLE CORP,Q,13.72,11615463.0,0.076923
10104,31/01/2005,11,ORACLE CORP,Q,13.77,10604413.0,0.003644
10104,28/02/2005,11,ORACLE CORP,Q,12.95,7541448.0,-0.059550
10104,31/03/2005,11,ORACLE CORP,Q,12.48,10574802.0,-0.036293
10104,29/04/2005,11,ORACLE CORP,Q,11.56,8727640.0,-0.073718
10104,31/05/2005,11,ORACLE CORP,Q,12.8,8332476.0,0.107266
10104,30/06/2005,11,ORACLE CORP,Q,13.2,9672683.0,0.031250
10104,29/07/2005,11,ORACLE CORP,Q,13.57,7174040.0,0.028030
10104,31/08/2005,11,ORACLE CORP,Q,12.99,6514883.0,-0.042741
10104,30/09/2005,11,ORACLE CORP,Q,12.4,11013684.0,-0.045420
10104,31/10/2005,11,ORACLE CORP,Q,12.68,8303773.0,0.022581
10104,30/11/2005,11,ORACLE CORP,Q,12.6,7484157.0,-0.006309
10104,30/12/2005,11,ORACLE CORP,Q,12.21,11151977.0,-0.030952
10104,31/01/2006,11,ORACLE CORP,Q,12.57,10808415.0,0.029484
10104,28/02/2006,11,ORACLE CORP,Q,12.42,9196426.0,-0.011933
10104,31/03/2006,11,ORACLE CORP,Q,13.69,13605570.0,0.102254
10104,28/04/2006,11,ORACLE CORP,Q,14.59,8854244.0,0.065741
10104,31/05/2006,11,ORACLE CORP,Q,14.22,7231803.0,-0.025360
10104,30/06/2006,11,ORACLE CORP,Q,14.49,9402460.0,0.018987
10104,31/07/2006,11,ORACLE CORP,Q,14.97,7933511.0,0.033126
10104,31/08/2006,11,ORACLE CORP,Q,15.66,8166519.0,0.046092
10104,29/09/2006,11,ORACLE CORP,Q,17.74,11750943.0,0.132822
10104,31/10/2006,11,ORACLE CORP,Q,18.47,7834295.0,0.041150
10104,30/11/2006,11,ORACLE CORP,Q,19.05,6191134.0,0.031402
10104,29/12/2006,11,ORACLE CORP,Q,17.14,9402761.0,-0.100262
10104,31/01/2007,11,ORACLE CORP,Q,17.16,7852907.0,0.001167
10104,28/02/2007,11,ORACLE CORP,Q,16.43,7234361.0,-0.042541
10104,30/03/2007,11,ORACLE CORP,Q,18.13,8725634.0,0.103469
10104,30/04/2007,11,ORACLE CORP,Q,18.8,5216016.0,0.036955
10104,31/05/2007,11,ORACLE CORP,Q,19.38,5305336.0,0.030851
10104,29/06/2007,11,ORACLE CORP,Q,19.71,7480290.0,0.017028
10104,31/07/2007,11,ORACLE CORP,Q,19.12,6301202.0,-0.029934
10104,31/08/2007,11,ORACLE CORP,Q,20.28,6893081.0,0.060669
10104,28/09/2007,11,ORACLE CORP,Q,21.65,6536844.0,0.067554
10104,31/10/2007,11,ORACLE CORP,Q,22.17,7113109.0,0.024018
10104,30/11/2007,11,ORACLE CORP,Q,20.18,8529300.0,-0.089761
10104,31/12/2007,11,ORACLE CORP,Q,22.58,7317710.0,0.118930
10104,31/01/2008,11,ORACLE CORP,Q,20.55,9888213.0,-0.089903
10104,29/02/2008,11,ORACLE CORP,Q,18.8,8647170.0,-0.085158
10104,31/03/2008,11,ORACLE CORP,Q,19.56,10274542.0,0.040426
10104,30/04/2008,11,ORACLE CORP,Q,20.85,7545376.0,0.065951
10104,30/05/2008,11,ORACLE CORP,Q,22.84,6041238.0,0.095444
10104,30/06/2008,11,ORACLE CORP,Q,21.0,7863048.0,-0.080560
10104,31/07/2008,11,ORACLE CORP,Q,21.53,7468564.0,0.025238
10104,29/08/2008,11,ORACLE CORP,Q,21.93,5934416.0,0.018579
10104,30/09/2008,11,ORACLE CORP,Q,20.31,11197326.0,-0.073871
10104,31/10/2008,11,ORACLE CORP,Q,18.29,13493636.0,-0.099458
10104,28/11/2008,11,ORACLE CORP,Q,16.09,9381590.0,-0.120284
10104,31/12/2008,11,ORACLE CORP,Q,17.73,8833287.0,0.101927
10104,30/01/2009,11,ORACLE CORP,Q,16.83,6931948.0,-0.050761
10104,27/02/2009,11,ORACLE CORP,Q,15.54,6744462.0,-0.076649
10104,31/03/2009,11,ORACLE CORP,Q,18.07,10946045.0,0.162806
10104,30/04/2009,11,ORACLE CORP,Q,19.34,7845231.0,0.073049
10104,29/05/2009,11,ORACLE CORP,Q,19.59,6083355.0,0.012927
10104,30/06/2009,11,ORACLE CORP,Q,21.42,8168572.0,0.093415
10104,31/07/2009,11,ORACLE CORP,Q,22.13,6422062.0,0.035481
10104,31/08/2009,11,ORACLE CORP,Q,21.88,5265281.0,-0.011297
10104,30/09/2009,11,ORACLE CORP,Q,20.84,7714195.0,-0.047532
10104,30/10/2009,11,ORACLE CORP,Q,21.1,8219078.0,0.014875
10104,30/11/2009,11,ORACLE CORP,Q,22.08,4689290.0,0.046445
10104,31/12/2009,11,ORACLE CORP,Q,24.53,6023561.0,0.110960
10104,29/01/2010,11,ORACLE CORP,Q,23.06,6068156.0,-0.057888
10104,26/02/2010,11,ORACLE CORP,Q,24.65,5771538.0,0.068951
10104,31/03/2010,11,ORACLE CORP,Q,25.71,6618577.0,0.043002
10104,30/04/2010,11,ORACLE CORP,Q,25.8675,5580407.0,0.008071
10104,28/05/2010,11,ORACLE CORP,Q,22.57,7406752.0,-0.127477
10104,30/06/2010,11,ORACLE CORP,Q,21.46,6282398.0,-0.049180
10104,30/07/2010,11,ORACLE CORP,Q,23.64,6447152.0,0.103914
10104,31/08/2010,11,ORACLE CORP,Q,21.845,5306818.0,-0.075931
10104,30/09/2010,11,ORACLE CORP,Q,26.85,10619524.0,0.229114
10104,29/10/2010,11,ORACLE CORP,Q,29.38,7612951.0,0.096089
10104,30/11/2010,11,ORACLE CORP,Q,27.045,6097673.0,-0.079476
10104,31/12/2010,11,ORACLE CORP,Q,31.3,5993327.0,0.157330
10104,31/01/2011,11,ORACLE CORP,Q,32.03,5861822.0,0.024920
10104,28/02/2011,11,ORACLE CORP,Q,32.9,4033709.0,0.027162
10104,31/03/2011,11,ORACLE CORP,Q,33.4325,6727022.0,0.016185
10104,29/04/2011,11,ORACLE CORP,Q,35.96,5360104.0,0.077395
10104,31/05/2011,11,ORACLE CORP,Q,34.22,5150245.0,-0.048387
10104,30/06/2011,11,ORACLE CORP,Q,32.91,7037667.0,-0.038282
10104,29/07/2011,11,ORACLE CORP,Q,30.58,5631645.0,-0.068976
10104,31/08/2011,11,ORACLE CORP,Q,28.07,11160863.0,-0.082080
10104,30/09/2011,11,ORACLE CORP,Q,28.74,8867198.0,0.023869
10104,31/10/2011,11,ORACLE CORP,Q,32.77,6729426.0,0.142310
10104,30/11/2011,11,ORACLE CORP,Q,31.35,5435064.0,-0.043332
10104,30/12/2011,11,ORACLE CORP,Q,25.65,7487923.0,-0.181818
10104,31/01/2012,11,ORACLE CORP,Q,28.21,7248771.0,0.102144
10104,29/02/2012,11,ORACLE CORP,Q,29.255,5679684.0,0.037044
10104,30/03/2012,11,ORACLE CORP,Q,29.16,8170098.0,-0.003247
10104,30/04/2012,11,ORACLE CORP,Q,29.4,5364162.0,0.010288
10104,31/05/2012,11,ORACLE CORP,Q,26.47,6501551.0,-0.099660
10104,29/06/2012,11,ORACLE CORP,Q,29.7,6410934.0,0.122025
10104,31/07/2012,11,ORACLE CORP,Q,30.2,4806742.0,0.018855
10104,31/08/2012,11,ORACLE CORP,Q,31.65,3976014.0,0.048013
10104,28/09/2012,11,ORACLE CORP,Q,31.46,4922048.0,-0.006003
10104,31/10/2012,11,ORACLE CORP,Q,31.08,4848439.0,-0.010172
10104,30/11/2012,11,ORACLE CORP,Q,32.175,4017954.0,0.035232
10104,31/12/2012,11,ORACLE CORP,Q,33.32,4996253.0,0.041181
10104,31/01/2013,11,ORACLE CORP,Q,35.51,4003070.0,0.065726
10104,28/02/2013,11,ORACLE CORP,Q,34.24,3455209.0,-0.035764
10104,28/03/2013,11,ORACLE CORP,Q,32.33,6380343.0,-0.055783
10104,30/04/2013,11,ORACLE CORP,Q,32.78,5429003.0,0.013919
10104,31/05/2013,11,ORACLE CORP,Q,33.78,4736141.0,0.030506
10104,28/06/2013,11,ORACLE CORP,Q,30.71,6977554.0,-0.090882
10107,30/01/1987,11,MICROSOFT CORP,Q,73.125,68271.0,0.515544
10107,27/02/1987,11,MICROSOFT CORP,Q,76.75,61307.0,0.049573
10107,31/03/1987,11,MICROSOFT CORP,Q,96.75,62044.0,0.260586
10107,30/04/1987,11,MICROSOFT CORP,Q,104.0,73649.0,0.074935
10107,29/05/1987,11,MICROSOFT CORP,Q,115.25,76247.0,0.108173
10107,30/06/1987,11,MICROSOFT CORP,Q,102.0,60149.0,-0.114967
10107,31/07/1987,11,MICROSOFT CORP,Q,94.0,63151.0,-0.078431
10107,31/08/1987,11,MICROSOFT CORP,Q,118.75,70736.0,0.263298
10107,30/09/1987,11,MICROSOFT CORP,Q,66.25,78974.0,0.115789
10107,30/10/1987,11,MICROSOFT CORP,Q,49.75,249749.0,-0.249057
10107,30/11/1987,11,MICROSOFT CORP,Q,44.75,107893.0,-0.100503
10107,31/12/1987,11,MICROSOFT CORP,Q,54.25,122916.0,0.212290
10107,29/01/1988,11,MICROSOFT CORP,Q,55.75,136982.0,0.027650
10107,29/02/1988,11,MICROSOFT CORP,Q,59.375,97635.0,0.065022
10107,31/03/1988,11,MICROSOFT CORP,Q,56.5,147118.0,-0.048421
10107,29/04/1988,11,MICROSOFT CORP,Q,54.5,80411.0,-0.035398
10107,31/05/1988,11,MICROSOFT CORP,Q,58.0,71816.0,0.064220
10107,30/06/1988,11,MICROSOFT CORP,Q,67.0,83394.0,0.155172
10107,29/07/1988,11,MICROSOFT CORP,Q,59.5,97897.0,-0.111940
10107,31/08/1988,11,MICROSOFT CORP,Q,50.0,129608.0,-0.159664
